# Owned Arena pool for The Cabbage Merchant (mono-G identity, brawl-legal). Collection = DB export 2026-07-02 UNION snapshot verify-2026-09-10/arena-collection-0911.txt (2026-09-11) UNION the current deck decks/brawl/cabbage-merchant-current.txt (2026-09-18). Corpus = 2001 Cabbage Merchant decks (VPS, 2026-09-14).
# inc% = share of those decks running the card | lift = corpus lift vs baseline (higher = more commander-specific) | q = copies owned
# legality: legal = Brawl-legal per card DB | deck = in the current Arena Brawl deck (proven playable; DB may say otherwise) | side = in the current Arena sideboard pile (proven owned) | db:not_legal = owned but the card DB says not Brawl-legal (often stale for Arena-only additions; use only if you KNOW it is on Arena Brawl and flag it)
# inc% | lift | q | legality | name | cost | cmc | type | rarity | oracle

95.7 | 3.10 | 1 | deck | Peregrin Took | {2}{G} | 3 | Legendary Creature — Halfling Citizen | uncommon | If one or more tokens would be created under your control, those tokens plus an additional Food token are created instead. (It's an artifact with "{2}, {T}, Sacrifice this token: You gain 3 life.") Sacrifice three Foods: Draw a card.
0.0 | - | 1 | legal | A-Navigation Orb | {3} | 3 | Artifact | uncommon | {1}, {T}, Sacrifice Navigation Orb: Search your library for up to two basic land cards and/or Gate cards, reveal those cards, put one onto the battlefield tapped and the other into your hand, then shuffle.
0.0 | - | 1 | legal | Accelerated Evolution | {2}{G} | 3 | Enchantment — Aura | common | Flash Enchant creature you control When this Aura enters, enchanted creature gains hexproof until end of turn. (It can't be the target of spells or abilities your opponents control.) Enchanted creature gets +2/+2.
0.0 | - | 2 | legal | Adventurer's Airship | {3} | 3 | Artifact — Vehicle | common | Flying Whenever this Vehicle attacks, draw a card, then discard a card. Crew 2 (Tap any number of creatures you control with total power 2 or more: This Vehicle becomes an artifact creature until end of turn.)
0.0 | - | 1 | legal | Afterburner Expert | {2}{G} | 3 | Creature — Goblin Artificer | rare | Exhaust — {2}{G}{G}: Put two +1/+1 counters on this creature. (Activate each exhaust ability only once.) Whenever you activate an exhaust ability, return this card from your graveyard to the battlefield.
0.0 | - | 3 | legal | All-Fates Scroll | {3} | 3 | Artifact | uncommon | {T}: Add one mana of any color. {7}, {T}, Sacrifice this artifact: Draw X cards, where X is the number of differently named lands you control.
0.0 | - | 1 | legal | Alloy Myr | {3} | 3 | Artifact Creature — Myr | common | {T}: Add one mana of any color.
0.0 | - | 4 | legal | Ambush Wolf | {2}{G} | 3 | Creature — Wolf | common | Flash (You may cast this spell any time you could cast an instant.) When this creature enters, exile up to one target card from a graveyard.
0.0 | - | 1 | legal | Ancestral Mask | {2}{G} | 3 | Enchantment — Aura | uncommon | Enchant creature Enchanted creature gets +2/+2 for each other enchantment on the battlefield.
0.0 | - | 1 | legal | Attack-in-the-Box | {3} | 3 | Artifact Creature — Toy | uncommon | Whenever this creature attacks, you may have it get +4/+0 until end of turn. If you do, sacrifice it at the beginning of the next end step.
0.0 | - | 2 | legal | Attuned Hunter | {2}{G} | 3 | Creature — Human Ranger | uncommon | Trample Whenever one or more cards leave your graveyard during your turn, put a +1/+1 counter on this creature.
0.0 | - | 1 | legal | Bard's Bow | {2}{G} | 3 | Artifact — Equipment | common | Job select (When this Equipment enters, create a 1/1 colorless Hero creature token, then attach this to it.) Equipped creature gets +2/+2, has reach, and is a Bard in addition to its other types. Perseus's Bow — Equip {6} ({6}: Attach to target creature you control. Equip only as a sorcery.)
0.0 | - | 1 | legal | Barkform Harvester | {3} | 3 | Artifact Creature — Shapeshifter | common | Changeling (This card is every creature type.) Reach {2}: Put target card from your graveyard on the bottom of your library.
0.0 | - | 4 | legal | Beast-Kin Ranger | {2}{G} | 3 | Creature — Elf Ranger | common | Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.) Whenever another creature you control enters, this creature gets +1/+0 until end of turn.
0.0 | - | 3 | legal | Bestow Greatness | {2}{G} | 3 | Instant | common | Target creature gets +4/+4 and gains trample until end of turn.
0.0 | - | 1 | legal | Burrowing Razormaw | {2}{G} | 3 | Creature — Beast | common | When this creature dies, mill four cards. (Put the top four cards of your library into your graveyard.)
0.0 | - | 1 | legal | Camera Launcher | {3} | 3 | Artifact Creature — Construct | common | Exhaust — {3}: Put a +1/+1 counter on this creature. Create a 1/1 colorless Thopter artifact creature token with flying. (Activate each exhaust ability only once.)
0.0 | - | 1 | legal | Careening Mine Cart | {3} | 3 | Artifact — Vehicle | uncommon | Whenever this Vehicle attacks, create a Treasure token. (It's an artifact with "{T}, Sacrifice this token: Add one mana of any color.") Crew 1 (Tap any number of creatures you control with total power 1 or more: This Vehicle becomes an artifact creature until end of turn.)
0.0 | - | 1 | legal | Champion of Dusan | {2}{G} | 3 | Creature — Human Warrior | common | Trample Renew — {1}{G}, Exile this card from your graveyard: Put a +1/+1 counter and a trample counter on target creature. Activate only as a sorcery.
0.0 | - | 4 | legal | Changeling Wayfinder | {3} | 3 | Creature — Shapeshifter | common | Changeling (This card is every creature type.) When this creature enters, you may search your library for a basic land card, reveal it, put it into your hand, then shuffle.
0.0 | - | 4 | legal | Chelonian Tackle | {2}{G} | 3 | Sorcery | uncommon | Target creature you control gets +0/+10 until end of turn. Then it fights up to one target creature an opponent controls. (Each deals damage equal to its power to the other.)
0.0 | - | 2 | legal | Chief of the Foundry | {3} | 3 | Artifact Creature — Construct | uncommon | Other artifact creatures you control get +1/+1.
0.0 | - | 1 | legal | Circle of the Moon Druid | {2}{G} | 3 | Creature — Human Elf Druid | common | Bear Form — During your turn, this creature is a Bear with base power and toughness 4/2. (It loses all other creature types.)
0.0 | - | 1 | db:not_legal | Circuit Mender | {3} | 3 | Artifact Creature — Insect | uncommon | When this creature enters, you gain 2 life. When this creature leaves the battlefield, draw a card.
0.0 | - | 1 | legal | Coati Scavenger | {2}{G} | 3 | Creature — Raccoon | uncommon | Descend 4 — When this creature enters, if there are four or more permanent cards in your graveyard, return target permanent card from your graveyard to your hand.
0.0 | - | 1 | legal | Containment Breach | {2}{G} | 3 | Sorcery — Lesson | uncommon | Destroy target artifact or enchantment. If its mana value is 2 or less, create a 1/1 black and green Pest creature token with "When this token dies, you gain 1 life."
0.0 | - | 4 | legal | Crossroads Watcher | {2}{G} | 3 | Creature — Kithkin Ranger | common | Trample Whenever another creature you control enters, this creature gets +1/+0 until end of turn.
0.0 | - | 1 | legal | Cryptid Inspector | {2}{G} | 3 | Creature — Elf Warrior | common | Vigilance Whenever a face-down permanent you control enters and whenever this creature or another permanent you control is turned face up, put a +1/+1 counter on this creature.
0.0 | - | 1 | legal | Cryptolith Fragment // Aurora of Emrakul | {3} | 3 | Artifact // Creature — Eldrazi Reflection | uncommon | This artifact enters tapped. {T}: Add one mana of any color. Each player loses 1 life. At the beginning of your upkeep, if each player has 10 or less life, transform this artifact. // Flying, deathtouch Whenever this creature attacks, each opponent loses 3 life.
0.0 | - | 4 | legal | Dawn's Light Archer | {2}{G} | 3 | Creature — Elf Archer | common | Flash Reach
0.0 | - | 1 | legal | Dependable Quinjet | {3} | 3 | Artifact — Vehicle | common | Flying {T}: Add one mana of any color. Crew 4 (Tap any number of creatures you control with total power 4 or more: This Vehicle becomes an artifact creature until end of turn.)
0.0 | - | 3 | legal | Diplomatic Relations | {2}{G} | 3 | Instant | common | Target creature you control gets +1/+0 and gains vigilance until end of turn. It deals damage equal to its power to target creature an opponent controls.
0.0 | - | 1 | side | District Guide | {2}{G} | 3 | Creature — Elf Scout | uncommon | When this creature enters, you may search your library for a basic land card or Gate card, reveal it, put it into your hand, then shuffle.
0.0 | - | 3 | legal | Down in the Valley | {2}{G} | 3 | Enchantment — Saga | rare | (As this Saga enters and after your draw step, add a lore counter. Sacrifice after IV.) I — Search your library for a basic land card, reveal it, put it into your hand, then shuffle. II — This Saga gains "Landfall — Whenever a land you control enters, create a 1/1 green Elf creature token." III, IV — Elves you control get +1/+0 and gain vigilance until end of turn.
0.0 | - | 3 | legal | Dragonstorm Globe | {3} | 3 | Artifact | common | Each Dragon you control enters with an additional +1/+1 counter on it. {T}: Add one mana of any color.
0.0 | - | 2 | legal | Druid of the Spade | {2}{G} | 3 | Creature — Rabbit Druid | common | As long as you control a token, this creature gets +2/+0 and has trample.
0.0 | - | 1 | db:not_legal | Druidic Ritual | {2}{G} | 3 | Sorcery | common | You may mill three cards. Then return up to one creature card and up to one land card from your graveyard to your hand. (To mill a card, put the top card of your library into your graveyard.)
0.0 | - | 1 | legal | Elvish Refueler | {2}{G} | 3 | Creature — Elf Druid | uncommon | During your turn, as long as you haven't activated an exhaust ability this turn, you may activate exhaust abilities as though they haven't been activated. Exhaust — {1}{G}: Put a +1/+1 counter on this creature. (Activate each exhaust ability only once.)
0.0 | - | 4 | legal | Emil, Vastlands Roamer | {2}{G} | 3 | Legendary Creature — Elf Druid | uncommon | Creatures you control with +1/+1 counters on them have trample. {4}{G}, {T}: Create a 0/0 green and blue Fractal creature token. Put X +1/+1 counters on it, where X is the number of differently named lands you control.
0.0 | - | 1 | side/db:not_legal | Erinis, Gloom Stalker | {2}{G} | 3 | Legendary Creature — Halfling Ranger | uncommon | Deathtouch Whenever Erinis attacks, return target land card from your graveyard to the battlefield. Choose a Background (You can have a Background as a second commander.)
0.0 | - | 1 | legal | Expanded Anatomy | {3} | 3 | Sorcery — Lesson | common | Put two +1/+1 counters on target creature. It gains vigilance until end of turn.
0.0 | - | 1 | legal | Fade into Antiquity | {2}{G} | 3 | Sorcery | common | Exile target artifact or enchantment.
0.0 | - | 1 | legal | Fear of Exposure | {2}{G} | 3 | Enchantment Creature — Nightmare | uncommon | As an additional cost to cast this spell, tap two untapped creatures and/or lands you control. Trample
0.0 | - | 1 | side/db:not_legal | Feral Appetite | {2}{G} | 3 | Enchantment | rare | Attacking Pests you control get +1/+0 and have deathtouch. {1}{G}: Exile target card from a graveyard. If a creature card is exiled this way, create a 1/1 black and green Pest creature token with "When this token dies, you gain 1 life."
0.0 | - | 2 | legal | Feral Invocation | {2}{G} | 3 | Enchantment — Aura | common | Flash (You may cast this spell any time you could cast an instant.) Enchant creature Enchanted creature gets +2/+2.
0.0 | - | 1 | legal | Field Trip | {2}{G} | 3 | Sorcery | common | Search your library for a basic Forest card, put that card onto the battlefield tapped, then shuffle. Learn. (You may reveal a Lesson card you own from outside the game and put it into your hand, or discard a card to draw a card.)
0.0 | - | 1 | db:not_legal | Find the Path | {2}{G} | 3 | Enchantment — Aura | common | Enchant land When this Aura enters, venture into the dungeon. (Enter the first room or advance to the next room.) Enchanted land has "{T}: Add {G}{G}."
0.0 | - | 4 | legal | Firdoch Core | {3} | 3 | Kindred Artifact — Shapeshifter | common | Changeling (This card is every creature type.) {T}: Add one mana of any color. {4}: This artifact becomes a 4/4 artifact creature until end of turn.
0.0 | - | 4 | legal | Fire Nation Warship | {3} | 3 | Artifact — Vehicle | uncommon | Reach When this Vehicle dies, create a Clue token. (It's an artifact with "{2}, Sacrifice this token: Draw a card.") Crew 2 (Tap any number of creatures you control with total power 2 or more: This Vehicle becomes an artifact creature until end of turn.)
0.0 | - | 4 | legal | Galactic Wayfarer | {2}{G} | 3 | Creature — Human Scout | common | When this creature enters, create a Lander token. (It's an artifact with "{2}, {T}, Sacrifice this token: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle.")
0.0 | - | 1 | legal | Gatebreaker Ram | {2}{G} | 3 | Creature — Sheep | uncommon | This creature gets +1/+1 for each Gate you control. As long as you control two or more Gates, this creature has vigilance and trample.
0.0 | - | 4 | legal | Gilt-Leaf's Embrace | {2}{G} | 3 | Enchantment — Aura | common | Flash Enchant creature When this Aura enters, enchanted creature gains trample and indestructible until end of turn. (Damage and effects that say "destroy" don't destroy it. If its toughness is 0 or less, it still dies.) Enchanted creature gets +2/+0.
0.0 | - | 1 | legal | Gnottvold Recluse | {2}{G} | 3 | Creature — Spider | common | Reach
0.0 | - | 1 | legal | Grasping Longneck | {2}{G} | 3 | Enchantment Creature — Horror | common | Reach When this creature dies, you gain 2 life.
0.0 | - | 4 | legal | Guy in the Chair | {2}{G} | 3 | Creature — Human Advisor | common | {T}: Add one mana of any color. Web Support — {2}{G}, {T}: Put a +1/+1 counter on target Spider. Activate only as a sorcery.
0.0 | - | 1 | legal | Hauntwoods Shrieker | {1}{G}{G} | 3 | Creature — Beast Mutant | mythic | Whenever this creature attacks, manifest dread. (Look at the top two cards of your library. Put one onto the battlefield face down as a 2/2 creature and the other into your graveyard. Turn it face up any time for its mana cost if it's a creature card.) {1}{G}: Reveal target face-down permanent. If it's a creature card, you may turn it face up.
0.0 | - | 1 | legal | Historian's Wisdom | {2}{G} | 3 | Enchantment — Aura | uncommon | Enchant artifact or creature When this Aura enters, if enchanted permanent is a creature with the greatest power among creatures on the battlefield, draw a card. As long as enchanted permanent is a creature, it gets +2/+1.
0.0 | - | 1 | legal | Hulkling, Burgeoning Bruiser | {2}{G} | 3 | Legendary Creature — Kree Skrull Hero | uncommon | Vigilance Whenever another creature you control enters, if it has greater power or toughness than Hulkling, put a +1/+1 counter on Hulkling.
0.0 | - | 1 | legal | Introduction to Prophecy | {3} | 3 | Sorcery — Lesson | common | Scry 2, then draw a card.
0.0 | - | 1 | legal | Iron Man Armor | {3} | 3 | Artifact — Equipment | mythic | When this Equipment enters, attach it to target creature you control. Equipped creature gets +2/+1 and has flying. {2}: If this Equipment isn't a creature, it becomes a 0/0 Construct Hero artifact creature with flying and "This creature gets +1/+1 for each artifact you control" until end of turn. Equip {2}
0.0 | - | 4 | legal | Little Bear | {2}{G} | 3 | Creature — Bear | common | Flash When this creature enters, untap another target creature you control. If that creature is a Bear, put a +1/+1 counter on it.
0.0 | - | 4 | legal | Long-Bodied Grey Dog | {3} | 3 | Creature — Dog | common | Flash Reach When this creature enters, create a tapped Treasure token. (It's an artifact with "{T}, Sacrifice this token: Add one mana of any color.")
0.0 | - | 1 | legal | Loporrit Scout | {2}{G} | 3 | Creature — Rabbit Scout | common | Whenever another creature you control enters, this creature gets +1/+1 until end of turn.
0.0 | - | 1 | legal | Loxodon Surveyor | {2}{G} | 3 | Creature — Elephant Scout | common | Start your engines! (If you have no speed, it starts at 1. It increases once on each of your turns when an opponent loses life. Max speed is 4.) Max speed — {3}, Exile this card from your graveyard: Draw a card.
0.0 | - | 1 | legal | Mage Duel | {2}{G} | 3 | Sorcery | common | This spell costs {2} less to cast if you've cast another instant or sorcery spell this turn. Target creature you control gets +1/+2 until end of turn. Then it fights target creature you don't control. (Each deals damage equal to its power to the other.)
0.0 | - | 1 | legal | Magic Pot | {3} | 3 | Artifact Creature — Goblin Construct | common | When this creature dies, create a Treasure token. (It's an artifact with "{T}, Sacrifice this token: Add one mana of any color.") {2}, {T}: Exile target card from a graveyard.
0.0 | - | 2 | legal | Mechanical Mobster | {3} | 3 | Artifact Creature — Human Robot Villain | common | When this creature enters, exile up to one target card from a graveyard. Target creature you control connives. (Draw a card, then discard a card. If you discarded a nonland card, put a +1/+1 counter on that creature.)
0.0 | - | 1 | legal | Miming Slime | {2}{G} | 3 | Sorcery | common | Create an X/X green Ooze creature token, where X is the greatest power among creatures you control.
0.0 | - | 4 | legal | Mirkwood Pathmaker | {2}{G} | 3 | Creature — Elf Ranger | uncommon | Mirkwood Pathmaker's power and toughness are each equal to the number of lands you control.
0.0 | - | 1 | legal | Mister Hyde, Monster Within | {2}{G} | 3 | Legendary Creature — Human Villain | uncommon | At the beginning of your upkeep, choose one — • Put a +1/+1 counter on Mister Hyde. • Remove a counter from a creature you control. If you do, draw a card.
0.0 | - | 4 | legal | Monument to Endurance | {3} | 3 | Artifact | rare | Whenever you discard a card, choose one that hasn't been chosen this turn — • Draw a card. • Create a Treasure token. • Each opponent loses 3 life.
0.0 | - | 1 | legal | Network Terminal | {3} | 3 | Artifact | common | {T}: Add one mana of any color. {1}, {T}, Tap another untapped artifact you control: Draw a card, then discard a card.
0.0 | - | 4 | legal | News Helicopter | {3} | 3 | Artifact Creature — Construct | common | Flying When this creature enters, create a 1/1 green and white Human Citizen creature token.
0.0 | - | 4 | legal | Novel Nunchaku | {2}{G} | 3 | Artifact — Equipment | uncommon | When this Equipment enters, attach it to target creature you control. When you do, equipped creature fights up to one target creature an opponent controls. (Each deals damage equal to its power to the other.) Equipped creature gets +1/+1 and has trample. Equip {3} ({3}: Attach to target creature you control. Equip only as a sorcery.)
0.0 | - | 2 | legal | Oasis Gardener | {3} | 3 | Artifact Creature — Scarecrow | common | When this creature enters, you gain 2 life. {T}: Add one mana of any color.
0.0 | - | 3 | legal | Orcrist, Goblin-cleaver | {3} | 3 | Legendary Artifact — Equipment | mythic | Equipped creature gets +2/+2 and has trample. Whenever equipped creature deals combat damage to a player, choose a creature type. Create a Treasure token for each creature you control of that type. Equip {3}
0.0 | - | 4 | legal | Outcaster Greenblade | {2}{G} | 3 | Creature — Human Mercenary | uncommon | When this creature enters, search your library for a basic land card or a Desert card, reveal it, put it into your hand, then shuffle. This creature gets +1/+1 for each Desert you control.
0.0 | - | 1 | legal | Patient Naturalist | {2}{G} | 3 | Creature — Human Scout | common | When this creature enters, mill three cards. Put a land card from among the milled cards into your hand. If you can't, create a Treasure token. (To mill three cards, put the top three cards of your library into your graveyard.)
0.0 | - | 1 | legal | Phyrexian Atlas | {3} | 3 | Artifact | common | {T}: Add one mana of any color. Corrupted — Whenever this artifact becomes tapped, each opponent who has three or more poison counters loses 1 life.
0.0 | - | 1 | legal | Pothole Mole | {2}{G} | 3 | Creature — Mole | common | When this creature enters, mill three cards, then you may return a land card from your graveyard to your hand. (To mill three cards, put the top three cards of your library into your graveyard.)
0.0 | - | 4 | legal | Potioner's Trove | {3} | 3 | Artifact | common | {T}: Add one mana of any color. {T}: You gain 2 life. Activate only if you've cast an instant or sorcery spell this turn.
0.0 | - | 1 | legal | Powerful Broker | {2}{G} | 3 | Creature — Human Villain | common | {T}: For each kind of counter on target permanent or player, give that permanent or player another counter of that kind. Activate only as a sorcery.
0.0 | - | 1 | legal | Powerstone Shard | {3} | 3 | Artifact | common | {T}: Add {C} for each artifact you control named Powerstone Shard.
0.0 | - | 1 | legal | Prishe's Wanderings | {2}{G} | 3 | Instant | common | Search your library for a basic land card or Town card, put it onto the battlefield tapped, then shuffle. When you search your library this way, put a +1/+1 counter on target creature you control.
0.0 | - | 1 | legal | Punishing Punch | {2}{G} | 3 | Instant | uncommon | This spell costs {2} less to cast if there are two or more creature cards in your graveyard. Target creature you control deals damage equal to twice its power to target creature an opponent controls.
0.0 | - | 1 | side | Realmwalker | {2}{G} | 3 | Creature — Shapeshifter | rare | Changeling (This card is every creature type.) As this creature enters, choose a creature type. You may look at the top card of your library any time. You may cast creature spells of the chosen type from the top of your library.
0.0 | - | 1 | legal | Replicating Ring | {3} | 3 | Snow Artifact | uncommon | {T}: Add one mana of any color. At the beginning of your upkeep, put a night counter on this artifact. Then if it has eight or more night counters on it, remove all of them and create eight colorless snow artifact tokens named Replicated Ring with "{T}: Add one mana of any color."
0.0 | - | 1 | legal | Restorative Technique | {2}{G} | 3 | Sorcery | common | Target player gains 2 life, then searches their library for a basic land card, puts it onto the battlefield tapped, then shuffles. Put a +1/+1 counter on up to one target creature.
0.0 | - | 1 | legal | Rise from the Wreck | {2}{G} | 3 | Sorcery | uncommon | Return up to one target creature card, up to one target Mount card, up to one target Vehicle card, and up to one target creature card with no abilities from your graveyard to your hand.
0.0 | - | 2 | legal | Rocket-Powered Goblin Glider | {3} | 3 | Artifact — Equipment | rare | When this Equipment enters, if it was cast from your graveyard, attach it to target creature you control. Equipped creature gets +2/+0 and has flying and haste. Equip {2} Mayhem {2}
0.0 | - | 2 | legal | Rover Blades | {3} | 3 | Artifact — Equipment Vehicle | uncommon | Double strike Equipped creature has double strike. Equip {4} Crew 2 (Tap any number of creatures you control with total power 2 or more: This Vehicle becomes an artifact creature until end of turn. Creatures can't be attached to other permanents.)
0.0 | - | 1 | legal | Sandstalker Moloch | {1}{G}{G} | 3 | Creature — Lizard | uncommon | Flash When this creature enters, if an opponent cast a blue and/or black spell this turn, look at the top four cards of your library. You may reveal a permanent card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.
0.0 | - | 1 | legal | Serpent-Blade Assailant | {2}{G} | 3 | Creature — Elf Warrior | common | Backup 1 (When this creature enters, put a +1/+1 counter on target creature. If that's another creature, it gains the following ability until end of turn.) Deathtouch
0.0 | - | 4 | legal | Shopkeeper's Bane | {2}{G} | 3 | Creature — Badger Pest | common | Trample Whenever this creature attacks, you gain 2 life.
0.0 | - | 2 | legal | Skystinger | {2}{G} | 3 | Creature — Insect Warrior | common | Reach Whenever this creature blocks a creature with flying, this creature gets +5/+0 until end of turn.
0.0 | - | 4 | legal | Spider-Mobile | {3} | 3 | Artifact — Vehicle | uncommon | Trample Whenever this Vehicle attacks or blocks, it gets +1/+1 until end of turn for each Spider you control. Crew 2
0.0 | - | 1 | side/db:not_legal | Split the Spoils | {2}{G} | 3 | Sorcery | uncommon | Exile up to five target permanent cards from your graveyard and separate them into two piles. An opponent chooses one of those piles. Put that pile into your hand and the other into your graveyard. (Piles can be empty.)
0.0 | - | 1 | legal | Springmane Cervin | {2}{G} | 3 | Creature — Elk | common | When this creature enters, you gain 2 life.
0.0 | - | 3 | legal | Starting Column | {3} | 3 | Artifact | common | Start your engines! (If you have no speed, it starts at 1. It increases once on each of your turns when an opponent loses life. Max speed is 4.) {T}: Add one mana of any color. Max speed — {T}, Sacrifice this artifact: Draw two cards, then discard a card.
0.0 | - | 1 | legal | Stickytongue Sentinel | {2}{G} | 3 | Creature — Frog Warrior | common | Reach When this creature enters, return up to one other target permanent you control to its owner's hand.
0.0 | - | 4 | legal | Strixhaven Skycoach | {3} | 3 | Artifact — Vehicle | uncommon | Flying When this Vehicle enters, you may search your library for a basic land card, reveal it, put it into your hand, then shuffle. Crew 2 (Tap any number of creatures you control with total power 2 or more: This Vehicle becomes an artifact creature until end of turn.)
0.0 | - | 2 | legal | Supply Drop | {3} | 3 | Artifact | common | Flash When this artifact enters, target creature you control gets +2/+2 until end of turn. {4}, {T}, Sacrifice this artifact: Draw a card.
0.0 | - | 1 | legal | Sword of Wealth and Power | {3} | 3 | Artifact — Equipment | mythic | Equipped creature gets +2/+2 and has protection from instants and from sorceries. Whenever equipped creature deals combat damage to a player, create a Treasure token. When you next cast an instant or sorcery spell this turn, copy that spell. You may choose new targets for the copy. Equip {2}
0.0 | - | 4 | legal | Thawbringer | {2}{G} | 3 | Creature — Insect Scout | common | When this creature enters or dies, surveil 1. (Look at the top card of your library. You may put it into your graveyard.)
0.0 | - | 4 | legal | The Black Arrow | {3} | 3 | Legendary Artifact — Equipment | uncommon | Flash When The Black Arrow enters, it deals 1 damage to any target. If a Dragon is dealt damage this way, destroy it. Equipped creature gets +1/+1 and has reach. Equip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.)
0.0 | - | 1 | deck | The Cabbage Merchant | {2}{G} | 3 | Legendary Creature — Human Citizen | rare | Whenever an opponent casts a noncreature spell, create a Food token. (It's an artifact with "{2}, {T}, Sacrifice this token: You gain 3 life.") Whenever a creature deals combat damage to you, sacrifice a Food token. Tap two untapped Foods you control: Add one mana of any color.
0.0 | - | 1 | legal | The Masamune | {3} | 3 | Legendary Artifact — Equipment | rare | As long as equipped creature is attacking, it has first strike and must be blocked if able. Equipped creature has "If a creature dying causes a triggered ability of this creature or an emblem you own to trigger, that ability triggers an additional time." Equip {2}
0.0 | - | 1 | legal | Thief of Existence | {1}{C}{G} | 3 | Creature — Eldrazi | rare | Devoid (This card has no color.) When you cast this spell, exile up to one target noncreature, nonland permanent an opponent controls with mana value 4 or less. If you do, Thief of Existence gains "When this creature leaves the battlefield, target opponent draws a card."
0.0 | - | 4 | legal | Topiary Lecturer | {2}{G} | 3 | Creature — Elf Druid | uncommon | Increment (Whenever you cast a spell, if the amount of mana you spent is greater than this creature's power or toughness, put a +1/+1 counter on this creature.) {T}: Add an amount of {G} equal to this creature's power.
0.0 | - | 2 | legal | Transdimensional Bovine | {2}{G} | 3 | Creature — Ox Avatar | rare | Flying {T}: Add two mana of any one color.
0.0 | - | 4 | legal | Turtle Power! | {2}{G} | 3 | Enchantment | rare | Flash Turtles you control get +2/+2.
0.0 | - | 4 | legal | Turtle Van | {3} | 3 | Artifact — Vehicle | rare | Whenever this Vehicle attacks, put a +1/+1 counter on target creature that crewed it this turn. Then if that creature is a Mutant, Ninja, or Turtle, double the number of +1/+1 counters on it. Crew 1 (Tap any number of creatures you control with total power 1 or more: This Vehicle becomes an artifact creature until end of turn.)
0.0 | - | 1 | legal | Ultron Drone | {3} | 3 | Artifact Creature — Robot Villain | common | Power-up — {6}: Put two +1/+1 counters on this creature and create a 2/2 colorless Robot Villain artifact creature token. (Activate each power-up ability only once. Reduce the cost by its mana cost if it entered this turn.)
0.0 | - | 4 | legal | Unforgiving Aim | {2}{G} | 3 | Instant | common | Choose one — • Destroy target creature with flying. • Destroy target enchantment. • Create a 2/2 black and green Elf creature token.
0.0 | - | 1 | legal | Vigorous Farming | {2}{G} | 3 | Enchantment | rare | Lands you control enter the battlefield untapped. At the beginning of your end step, the topmost land card in your library perpetually gains "Whenever this land is tapped for mana, add an additional {G}."
0.0 | - | 4 | legal | Vinebred Brawler | {2}{G} | 3 | Creature — Elf Berserker | uncommon | This creature must be blocked if able. Whenever this creature attacks, another target Elf you control gets +2/+1 until end of turn.
0.0 | - | 1 | legal | Wary Zone Guard | {2}{G} | 3 | Creature — Human Survivor | uncommon | Wary Zone Guard enters tapped. Survival — At the beginning of your second main phase, if Wary Zone Guard is tapped, return up to one target land card from your graveyard to the battlefield. Wary Zone Guard perpetually gets +1/+1.
0.0 | - | 2 | legal | Watcher of the Wayside | {3} | 3 | Artifact Creature — Golem | common | When this creature enters, target player mills two cards. You gain 2 life. (To mill two cards, a player puts the top two cards of their library into their graveyard.)
0.0 | - | 4 | legal | Weather Maker | {3} | 3 | Artifact | rare | Landfall — Whenever a land you control enters, put a charge counter on this artifact. {T}: Add one mana of any color. {T}, Remove two charge counters from this artifact: Add {C}{C}. {T}, Remove three charge counters from this artifact: It deals 3 damage to any target.
0.0 | - | 1 | legal | Webspinner Cuff | {2}{G} | 3 | Artifact Creature — Equipment Spider | uncommon | Reach Equipped creature gets +1/+4 and has reach. Reconfigure {4} ({4}: Attach to target creature you control; or unattach from a creature. Reconfigure only as a sorcery. While attached, this isn't a creature.)
0.0 | - | 2 | legal | Wildwood Patrol | {2}{G} | 3 | Creature — Centaur Scout | common | Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.)
0.0 | - | 1 | legal | A-Ellywick Tumblestrum | {2}{G}{G} | 4 | Legendary Planeswalker — Ellywick | mythic | +1: Venture into the dungeon. (Enter the first room or advance to the next room.) −2: Look at the top six cards of your library. You may reveal a creature card from among them and put it into your hand. If it's legendary, you gain 3 life. Put the rest on the bottom of your library in a random order. −6: You get an emblem with "Creatures you control have trample and haste and get +2/+2 for each differently named dungeon you've completed."
0.0 | - | 2 | legal | A-The One Ring | {4} | 4 | Legendary Artifact | mythic | Indestructible When The One Ring enters, if you cast it, you gain protection from everything until your next turn. At the beginning of your upkeep, you lose 1 life for each burden counter on The One Ring. {1}, {T}: Put a burden counter on The One Ring, then draw a card for each burden counter on The One Ring.
0.0 | - | 4 | legal | Aberrant Manawurm | {3}{G} | 4 | Creature — Wurm | uncommon | Trample Whenever you cast an instant or sorcery spell, this creature gets +X/+0 until end of turn, where X is the amount of mana spent to cast that spell.
0.0 | - | 2 | legal | Anthropede | {3}{G} | 4 | Creature — Insect | common | Reach When this creature enters, you may discard a card or pay {2}. When you do, destroy target Room.
0.0 | - | 4 | legal | Baloth Packhunter | {3}{G} | 4 | Creature — Beast | common | Trample When this creature enters, put two +1/+1 counters on each other creature you control named Baloth Packhunter.
